"date","discharge","hydroperiod"
1988-12-04,5.60736,"winter"
1988-12-05,5.57904,"winter"
1988-12-06,5.60736,"winter"
1988-12-07,5.57904,"winter"
1988-12-08,5.664,"winter"
1988-12-09,6.17376,"winter"
1988-12-10,5.72064,"winter"
1988-12-11,5.63568,"winter"
1988-12-12,5.664,"winter"
1988-12-13,5.63568,"winter"
1988-12-14,5.63568,"winter"
1988-12-15,5.55072,"winter"
1988-12-16,5.664,"winter"
1988-12-17,6.06048,"winter"
1988-12-18,6.03216,"winter"
1988-12-19,6.03216,"winter"
1988-12-20,6.00384,"winter"
1988-12-21,6.14544,"winter"
1988-12-22,6.0888,"winter"
1988-12-23,6.00384,"winter"
1988-12-24,6.00384,"winter"
1988-12-25,6.06048,"winter"
1988-12-26,6.06048,"winter"
1988-12-27,6.06048,"winter"
1988-12-28,6.00384,"winter"
1988-12-29,5.9472,"winter"
1988-12-30,5.86224,"winter"
1988-12-31,5.86224,"winter"
1989-01-01,5.86224,"winter"
1989-01-02,5.8056,"winter"
1989-01-03,5.8056,"winter"
1989-01-04,6.57024,"winter"
1989-01-05,7.33488,"winter"
1989-01-06,7.87296,"winter"
1989-01-07,7.05168,"winter"
1989-01-08,6.85344,"winter"
1989-01-09,6.40032,"winter"
1989-01-10,6.06048,"winter"
1989-01-11,5.89056,"winter"
1989-01-12,5.8056,"winter"
1989-01-13,5.74896,"winter"
1989-01-14,5.8056,"winter"
1989-01-15,5.8056,"winter"
1989-01-16,5.8056,"winter"
1989-01-17,5.77728,"winter"
1989-01-18,5.8056,"winter"
1989-01-19,5.77728,"winter"
1989-01-20,5.69232,"winter"
1989-01-21,5.77728,"winter"
1989-01-22,5.8056,"winter"
1989-01-23,5.8056,"winter"
1989-01-24,5.74896,"winter"
1989-01-25,5.69232,"winter"
1989-01-26,5.69232,"winter"
1989-01-27,6.14544,"winter"
1989-01-28,6.06048,"winter"
1989-01-29,5.9472,"winter"
1989-01-30,5.86224,"winter"
1989-01-31,5.86224,"winter"
1989-02-01,5.83392,"winter"
1989-02-02,5.664,"winter"
1989-02-03,5.55072,"winter"
1989-02-04,5.8056,"winter"
1989-02-05,6.0888,"winter"
1989-02-06,5.9472,"winter"
1989-02-07,6.28704,"winter"
1989-02-08,6.06048,"winter"
1989-02-09,6.03216,"winter"
1989-02-10,5.83392,"winter"
1989-02-11,5.91888,"winter"
1989-02-12,6.48528,"winter"
1989-02-13,7.2216,"winter"
1989-02-14,7.19328,"winter"
1989-02-15,6.71184,"winter"
1989-02-16,6.14544,"winter"
1989-02-17,5.69232,"winter"
1989-02-18,5.664,"winter"
1989-02-19,5.9472,"winter"
1989-02-20,8.43936,"winter"
1989-02-21,9.54384,"winter"
1989-02-22,9.0624,"winter"
1989-02-23,8.18448,"winter"
1989-02-24,7.788,"winter"
1989-02-25,9.00576,"winter"
1989-02-26,11.07312,"winter"
1989-02-27,13.5936,"winter"
1989-02-28,15.80256,"winter"
1989-03-01,12.57408,"winter"
1989-03-02,10.84656,"winter"
1989-03-03,10.42176,"winter"
1989-03-04,12.09264,"winter"
1989-03-05,10.36512,"winter"
1989-03-06,8.7792,"winter"
1989-03-07,9.37392,"winter"
1989-03-08,16.96368,"winter"
1989-03-09,16.36896,"winter"
1989-03-10,13.99008,"winter"
1989-03-11,12.14928,"winter"
1989-03-12,10.42176,"winter"
1989-03-13,8.29776,"winter"
1989-03-14,6.74016,"winter"
1989-03-15,5.8056,"winter"
1989-03-16,5.46576,"winter"
1989-03-17,5.06928,"winter"
1989-03-18,4.84272,"winter"
1989-03-19,4.78608,"spring"
1989-03-20,4.75776,"spring"
1989-03-21,3.8232,"spring"
1989-03-22,3.31344,"spring"
1989-03-23,3.08688,"spring"
1989-03-24,2.80368,"spring"
1989-03-25,2.74704,"spring"
1989-03-26,4.33296,"spring"
1989-03-27,6.31536,"spring"
1989-03-28,6.6552,"spring"
1989-03-29,11.01648,"spring"
1989-03-30,15.7176,"spring"
1989-03-31,12.91392,"spring"
1989-04-01,9.0624,"spring"
1989-04-02,7.05168,"spring"
1989-04-03,6.31536,"spring"
1989-04-04,5.3808,"spring"
1989-04-05,4.33296,"spring"
1989-04-06,3.56832,"spring"
1989-04-07,3.1152,"spring"
1989-04-08,2.88864,"spring"
1989-04-09,2.80368,"spring"
1989-04-10,3.34176,"spring"
1989-04-11,3.45504,"spring"
1989-04-12,2.86032,"spring"
1989-04-13,2.88864,"spring"
1989-04-14,2.77536,"spring"
1989-04-15,2.74704,"spring"
1989-04-16,3.08688,"spring"
1989-04-17,3.28512,"spring"
1989-04-18,3.42672,"spring"
1989-04-19,2.94528,"spring"
1989-04-20,2.74704,"spring"
1989-04-21,2.74704,"spring"
1989-04-22,2.94528,"spring"
1989-04-23,3.20016,"spring"
1989-04-24,3.14352,"spring"
1989-04-25,2.88864,"spring"
1989-04-26,2.77536,"spring"
1989-04-27,2.86032,"spring"
1989-04-28,2.9736,"spring"
1989-04-29,2.88864,"spring"
1989-04-30,2.91696,"spring"
1989-05-01,3.17184,"spring"
1989-05-02,2.91696,"spring"
1989-05-03,2.832,"spring"
1989-05-04,2.6904,"spring"
1989-05-05,2.35056,"spring"
1989-05-06,2.43552,"spring"
1989-05-07,2.2656,"spring"
1989-05-08,2.29392,"spring"
1989-05-09,2.29392,"spring"
1989-05-10,2.43552,"spring"
1989-05-11,2.35056,"spring"
1989-05-12,2.63376,"spring"
1989-05-13,2.63376,"spring"
1989-05-14,2.66208,"spring"
1989-05-15,2.80368,"spring"
1989-05-16,2.66208,"spring"
1989-05-17,2.88864,"spring"
1989-05-18,3.1152,"spring"
1989-05-19,2.77536,"spring"
1989-05-20,2.71872,"spring"
1989-05-21,2.57712,"spring"
1989-05-22,2.32224,"spring"
1989-05-23,2.32224,"spring"
1989-05-24,2.06736,"spring"
1989-05-25,1.92576,"spring"
1989-05-26,1.9824,"spring"
1989-05-27,2.18064,"spring"
1989-05-28,2.18064,"spring"
1989-05-29,2.29392,"spring"
1989-05-30,2.29392,"spring"
1989-05-31,1.9824,"spring"
1989-06-01,2.01072,"summer"
1989-06-02,1.81248,"summer"
1989-06-03,1.75584,"summer"
1989-06-04,2.01072,"summer"
1989-06-05,2.20896,"summer"
1989-06-06,2.23728,"summer"
1989-06-07,2.124,"summer"
1989-06-08,2.15232,"summer"
1989-06-09,1.92576,"summer"
1989-06-10,1.64256,"summer"
1989-06-11,1.50096,"summer"
1989-06-12,1.61424,"summer"
1989-06-13,1.78416,"summer"
1989-06-14,1.61424,"summer"
1989-06-15,1.6992,"summer"
1989-06-16,1.95408,"summer"
1989-06-17,1.64256,"summer"
1989-06-18,1.61424,"summer"
1989-06-19,1.67088,"summer"
1989-06-20,1.61424,"summer"
1989-06-21,1.47264,"summer"
1989-06-22,1.50096,"summer"
1989-06-23,1.50096,"summer"
1989-06-24,1.52928,"summer"
1989-06-25,1.52928,"summer"
1989-06-26,1.6992,"summer"
1989-06-27,1.61424,"summer"
1989-06-28,1.5576,"summer"
1989-06-29,1.5576,"summer"
1989-06-30,1.50096,"summer"
1989-07-01,1.50096,"summer"
1989-07-02,1.64256,"summer"
1989-07-03,1.58592,"summer"
1989-07-04,1.35936,"summer"
1989-07-05,1.35936,"summer"
1989-07-06,1.30272,"summer"
1989-07-07,1.18944,"summer"
1989-07-08,1.18944,"summer"
1989-07-09,1.64256,"summer"
1989-07-10,1.95408,"summer"
1989-07-11,4.04976,"summer"
1989-07-12,3.28512,"summer"
1989-07-13,3.79488,"summer"
1989-07-14,2.94528,"summer"
1989-07-15,2.43552,"summer"
1989-07-16,2.20896,"summer"
1989-07-17,2.20896,"summer"
1989-07-18,2.2656,"summer"
1989-07-19,2.01072,"summer"
1989-07-20,1.81248,"summer"
1989-07-21,1.78416,"summer"
1989-07-22,2.124,"summer"
1989-07-23,2.4072,"summer"
1989-07-24,3.34176,"summer"
1989-07-25,3.20016,"summer"
1989-07-26,3.17184,"summer"
1989-07-27,3.2568,"summer"
1989-07-28,3.34176,"summer"
1989-07-29,5.46576,"summer"
1989-07-30,4.47456,"summer"
1989-07-31,3.9648,"summer"
1989-08-01,4.13472,"summer"
1989-08-02,3.87984,"summer"
1989-08-03,3.6816,"summer"
1989-08-04,5.04096,"summer"
1989-08-05,5.55072,"summer"
1989-08-06,3.85152,"summer"
1989-08-07,3.45504,"summer"
1989-08-08,3.20016,"summer"
1989-08-09,3.08688,"summer"
1989-08-10,3.87984,"summer"
1989-08-11,4.36128,"summer"
1989-08-12,4.19136,"summer"
1989-08-13,3.73824,"summer"
1989-08-14,3.00192,"summer"
1989-08-15,2.77536,"summer"
1989-08-16,3.14352,"summer"
1989-08-17,4.55952,"summer"
1989-08-18,10.36512,"summer"
1989-08-19,6.76848,"summer"
1989-08-20,6.62688,"summer"
1989-08-21,5.5224,"summer"
1989-08-22,4.8144,"summer"
1989-08-23,4.19136,"summer"
1989-08-24,3.85152,"summer"
1989-08-25,3.56832,"summer"
1989-08-26,3.42672,"summer"
1989-08-27,3.2568,"summer"
1989-08-28,3.22848,"summer"
1989-08-29,2.71872,"summer"
1989-08-30,2.57712,"summer"
1989-08-31,2.18064,"summer"
1989-09-01,2.03904,"fall"
1989-09-02,2.06736,"fall"
1989-09-03,2.20896,"fall"
1989-09-04,2.5488,"fall"
1989-09-05,2.43552,"fall"
1989-09-06,2.23728,"fall"
1989-09-07,2.18064,"fall"
1989-09-08,1.86912,"fall"
1989-09-09,1.92576,"fall"
1989-09-10,2.09568,"fall"
1989-09-11,2.35056,"fall"
1989-09-12,2.37888,"fall"
1989-09-13,2.29392,"fall"
1989-09-14,2.06736,"fall"
1989-09-15,1.92576,"fall"
1989-09-16,2.124,"fall"
1989-09-17,2.29392,"fall"
1989-09-18,2.43552,"fall"
1989-09-19,2.4072,"fall"
1989-09-20,2.4072,"fall"
1989-09-21,2.5488,"fall"
1989-09-22,2.63376,"fall"
1989-09-23,2.35056,"fall"
1989-09-24,2.6904,"fall"
1989-09-25,2.94528,"fall"
1989-09-26,2.77536,"fall"
1989-09-27,2.74704,"fall"
1989-09-28,2.66208,"fall"
1989-09-29,2.46384,"fall"
1989-09-30,2.4072,"fall"
1989-10-01,2.29392,"fall"
1989-10-02,2.63376,"fall"
1989-10-03,2.66208,"fall"
1989-10-04,2.9736,"fall"
1989-10-05,3.31344,"fall"
1989-10-06,4.21968,"fall"
1989-10-07,3.56832,"fall"
1989-10-08,3.45504,"fall"
1989-10-09,3.3984,"fall"
1989-10-10,3.14352,"fall"
1989-10-11,2.88864,"fall"
1989-10-12,2.6904,"fall"
1989-10-13,2.4072,"fall"
1989-10-14,2.2656,"fall"
1989-10-15,2.32224,"fall"
1989-10-16,2.60544,"fall"
1989-10-17,3.05856,"fall"
1989-10-18,3.51168,"fall"
1989-10-19,3.45504,"fall"
1989-10-20,3.42672,"fall"
1989-10-21,3.65328,"fall"
1989-10-22,4.1064,"fall"
1989-10-23,4.5312,"fall"
1989-10-24,4.50288,"fall"
1989-10-25,4.33296,"fall"
1989-10-26,4.07808,"fall"
1989-10-27,4.248,"fall"
1989-10-28,4.27632,"fall"
1989-10-29,4.36128,"fall"
1989-10-30,4.44624,"fall"
1989-10-31,4.5312,"fall"
1989-11-01,4.36128,"fall"
1989-11-02,4.41792,"fall"
1989-11-03,4.55952,"fall"
1989-11-04,4.50288,"fall"
1989-11-05,4.36128,"fall"
1989-11-06,4.3896,"fall"
1989-11-07,4.55952,"fall"
1989-11-08,4.64448,"fall"
1989-11-09,4.72944,"fall"
1989-11-10,4.6728,"fall"
1989-11-11,4.47456,"fall"
1989-11-12,4.3896,"fall"
1989-11-13,4.58784,"fall"
1989-11-14,4.75776,"fall"
1989-11-15,4.72944,"fall"
1989-11-16,4.84272,"fall"
1989-11-17,5.01264,"fall"
1989-11-18,5.15424,"fall"
1989-11-19,5.18256,"fall"
1989-11-20,5.32416,"fall"
1989-11-21,5.63568,"fall"
1989-11-22,5.60736,"fall"
1989-11-23,5.57904,"fall"
1989-11-24,5.46576,"fall"
1989-11-25,5.32416,"fall"
1989-11-26,5.26752,"fall"
1989-11-27,5.18256,"fall"
1989-11-28,5.40912,"fall"
1989-11-29,5.72064,"fall"
1989-11-30,5.72064,"fall"
1989-12-01,5.74896,"winter"
1989-12-02,5.86224,"winter"
1989-12-03,5.8056,"winter"
1989-12-04,5.72064,"winter"
1989-12-05,5.77728,"winter"
1989-12-06,5.91888,"winter"
1989-12-07,5.8056,"winter"
1989-12-08,5.74896,"winter"
1989-12-09,5.77728,"winter"
1989-12-10,5.8056,"winter"
1989-12-11,5.664,"winter"
1989-12-12,5.77728,"winter"
1989-12-13,5.83392,"winter"
1989-12-14,5.77728,"winter"
1989-12-15,5.5224,"winter"
1989-12-16,5.664,"winter"
1989-12-17,5.69232,"winter"
1989-12-18,5.63568,"winter"
1989-12-19,5.664,"winter"
1989-12-20,5.664,"winter"
1989-12-21,5.72064,"winter"
1989-12-22,5.63568,"winter"
1989-12-23,5.74896,"winter"
1989-12-24,5.83392,"winter"
1989-12-25,5.77728,"winter"
1989-12-26,5.63568,"winter"
1989-12-27,5.40912,"winter"
1989-12-28,5.43744,"winter"
1989-12-29,6.14544,"winter"
1989-12-30,6.74016,"winter"
1989-12-31,6.48528,"winter"
1990-01-01,6.06048,"winter"
1990-01-02,6.03216,"winter"
1990-01-03,6.20208,"winter"
1990-01-04,6.14544,"winter"
1990-01-05,6.0888,"winter"
1990-01-06,5.9472,"winter"
1990-01-07,5.91888,"winter"
1990-01-08,5.86224,"winter"
1990-01-09,5.83392,"winter"
1990-01-10,5.86224,"winter"
1990-01-11,5.83392,"winter"
1990-01-12,5.83392,"winter"
1990-01-13,5.86224,"winter"
1990-01-14,5.83392,"winter"
1990-01-15,5.97552,"winter"
1990-01-16,6.06048,"winter"
1990-01-17,6.17376,"winter"
1990-01-18,6.88176,"winter"
1990-01-19,6.76848,"winter"
1990-01-20,6.372,"winter"
1990-01-21,6.14544,"winter"
1990-01-22,6.06048,"winter"
1990-01-23,6.00384,"winter"
1990-01-24,5.9472,"winter"
1990-01-25,5.83392,"winter"
1990-01-26,5.83392,"winter"
1990-01-27,5.83392,"winter"
1990-01-28,5.8056,"winter"
1990-01-29,5.83392,"winter"
1990-01-30,5.83392,"winter"
1990-01-31,5.8056,"winter"
1990-02-01,5.9472,"winter"
1990-02-02,6.20208,"winter"
1990-02-03,6.11712,"winter"
1990-02-04,6.06048,"winter"
1990-02-05,6.06048,"winter"
1990-02-06,5.89056,"winter"
1990-02-07,5.9472,"winter"
1990-02-08,5.8056,"winter"
1990-02-09,5.57904,"winter"
1990-02-10,5.49408,"winter"
1990-02-11,5.43744,"winter"
1990-02-12,5.3808,"winter"
1990-02-13,5.18256,"winter"
1990-02-14,5.32416,"winter"
1990-02-15,5.664,"winter"
1990-02-16,5.72064,"winter"
1990-02-17,5.69232,"winter"
1990-02-18,5.69232,"winter"
1990-02-19,6.31536,"winter"
1990-02-20,6.57024,"winter"
1990-02-21,6.54192,"winter"
1990-02-22,6.34368,"winter"
1990-02-23,6.20208,"winter"
1990-02-24,6.06048,"winter"
1990-02-25,6.06048,"winter"
1990-02-26,6.0888,"winter"
1990-02-27,5.97552,"winter"
1990-02-28,5.83392,"winter"
1990-03-01,5.89056,"winter"
1990-03-02,6.11712,"winter"
1990-03-03,6.17376,"winter"
1990-03-04,6.17376,"winter"
1990-03-05,6.5136,"winter"
1990-03-06,6.88176,"winter"
1990-03-07,6.76848,"winter"
1990-03-08,6.00384,"winter"
1990-03-09,5.40912,"winter"
1990-03-10,5.12592,"winter"
1990-03-11,5.60736,"winter"
1990-03-12,6.06048,"winter"
1990-03-13,6.6552,"winter"
1990-03-14,7.02336,"winter"
1990-03-15,6.59856,"winter"
1990-03-16,6.2304,"winter"
1990-03-17,6.0888,"winter"
1990-03-18,8.04288,"winter"
1990-03-19,21.72144,"spring"
1990-03-20,25.57296,"spring"
1990-03-21,20.47536,"spring"
1990-03-22,16.65216,"spring"
1990-03-23,14.35824,"spring"
1990-03-24,13.36704,"spring"
1990-03-25,12.37584,"spring"
1990-03-26,9.912,"spring"
1990-03-27,8.09952,"spring"
1990-03-28,6.372,"spring"
1990-03-29,5.664,"spring"
1990-03-30,5.63568,"spring"
1990-03-31,5.60736,"spring"
1990-04-01,13.0272,"spring"
1990-04-02,10.4784,"spring"
1990-04-03,8.58096,"spring"
1990-04-04,6.96672,"spring"
1990-04-05,6.00384,"spring"
1990-04-06,5.55072,"spring"
1990-04-07,7.33488,"spring"
1990-04-08,8.12784,"spring"
1990-04-09,7.16496,"spring"
1990-04-10,6.6552,"spring"
1990-04-11,5.3808,"spring"
1990-04-12,4.47456,"spring"
1990-04-13,3.90816,"spring"
1990-04-14,3.65328,"spring"
1990-04-15,3.62496,"spring"
1990-04-16,3.79488,"spring"
1990-04-17,3.62496,"spring"
1990-04-18,3.65328,"spring"
1990-04-19,4.13472,"spring"
1990-04-20,4.248,"spring"
1990-04-21,4.04976,"spring"
1990-04-22,3.87984,"spring"
1990-04-23,3.70992,"spring"
1990-04-24,3.79488,"spring"
1990-04-25,4.3896,"spring"
1990-04-26,4.84272,"spring"
1990-04-27,4.956,"spring"
1990-04-28,5.06928,"spring"
1990-04-29,4.55952,"spring"
1990-04-30,4.02144,"spring"
1990-05-01,3.99312,"spring"
1990-05-02,3.87984,"spring"
1990-05-03,4.07808,"spring"
1990-05-04,3.62496,"spring"
1990-05-05,3.00192,"spring"
1990-05-06,2.80368,"spring"
1990-05-07,2.86032,"spring"
1990-05-08,2.94528,"spring"
1990-05-09,2.74704,"spring"
1990-05-10,2.9736,"spring"
1990-05-11,2.91696,"spring"
1990-05-12,2.57712,"spring"
1990-05-13,2.5488,"spring"
1990-05-14,2.57712,"spring"
1990-05-15,2.52048,"spring"
1990-05-16,2.52048,"spring"
1990-05-17,2.63376,"spring"
1990-05-18,2.80368,"spring"
1990-05-19,2.43552,"spring"
1990-05-20,2.18064,"spring"
1990-05-21,2.4072,"spring"
1990-05-22,2.29392,"spring"
1990-05-23,2.09568,"spring"
1990-05-24,2.2656,"spring"
1990-05-25,2.57712,"spring"
1990-05-26,2.37888,"spring"
1990-05-27,2.35056,"spring"
1990-05-28,2.32224,"spring"
1990-05-29,2.6904,"spring"
1990-05-30,3.1152,"spring"
1990-05-31,3.20016,"spring"
1990-06-01,2.91696,"summer"
1990-06-02,2.74704,"summer"
1990-06-03,2.66208,"summer"
1990-06-04,2.4072,"summer"
1990-06-05,2.03904,"summer"
1990-06-06,1.6992,"summer"
1990-06-07,1.416,"summer"
1990-06-08,1.416,"summer"
1990-06-09,1.61424,"summer"
1990-06-10,1.9824,"summer"
1990-06-11,2.60544,"summer"
1990-06-12,2.6904,"summer"
1990-06-13,2.09568,"summer"
1990-06-14,2.01072,"summer"
1990-06-15,1.92576,"summer"
1990-06-16,1.81248,"summer"
1990-06-17,1.78416,"summer"
1990-06-18,1.78416,"summer"
1990-06-19,1.78416,"summer"
1990-06-20,1.6992,"summer"
1990-06-21,1.64256,"summer"
1990-06-22,1.86912,"summer"
1990-06-23,1.416,"summer"
1990-06-24,1.30272,"summer"
1990-06-25,1.50096,"summer"
1990-06-26,1.58592,"summer"
1990-06-27,1.5576,"summer"
1990-06-28,1.30272,"summer"
1990-06-29,1.21776,"summer"
1990-06-30,1.1328,"summer"
1990-07-01,1.38768,"summer"
1990-07-02,1.50096,"summer"
1990-07-03,2.35056,"summer"
1990-07-04,8.75088,"summer"
1990-07-05,5.46576,"summer"
1990-07-06,4.30464,"summer"
1990-07-07,4.3896,"summer"
1990-07-08,4.84272,"summer"
1990-07-09,5.29584,"summer"
1990-07-10,4.72944,"summer"
1990-07-11,4.248,"summer"
1990-07-12,4.3896,"summer"
1990-07-13,5.29584,"summer"
1990-07-14,3.76656,"summer"
1990-07-15,11.86608,"summer"
1990-07-16,19.9656,"summer"
1990-07-17,10.93152,"summer"
1990-07-18,9.57216,"summer"
1990-07-19,6.74016,"summer"
1990-07-20,5.46576,"summer"
1990-07-21,5.01264,"summer"
1990-07-22,9.68544,"summer"
1990-07-23,5.3808,"summer"
1990-07-24,6.20208,"summer"
1990-07-25,5.89056,"summer"
1990-07-26,6.54192,"summer"
1990-07-27,5.43744,"summer"
1990-07-28,4.27632,"summer"
1990-07-29,3.65328,"summer"
1990-07-30,2.74704,"summer"
1990-07-31,2.124,"summer"
1990-08-01,2.06736,"summer"
1990-08-02,5.664,"summer"
1990-08-03,4.44624,"summer"
1990-08-04,4.27632,"summer"
1990-08-05,4.16304,"summer"
1990-08-06,3.59664,"summer"
1990-08-07,3.31344,"summer"
1990-08-08,3.05856,"summer"
1990-08-09,2.46384,"summer"
1990-08-10,2.03904,"summer"
1990-08-11,2.23728,"summer"
1990-08-12,2.4072,"summer"
1990-08-13,2.63376,"summer"
1990-08-14,3.03024,"summer"
1990-08-15,3.51168,"summer"
1990-08-16,22.54272,"summer"
1990-08-17,20.2488,"summer"
1990-08-18,9.71376,"summer"
1990-08-19,6.74016,"summer"
1990-08-20,5.5224,"summer"
1990-08-21,4.956,"summer"
1990-08-22,4.44624,"summer"
1990-08-23,3.93648,"summer"
1990-08-24,3.03024,"summer"
1990-08-25,2.80368,"summer"
1990-08-26,2.74704,"summer"
1990-08-27,2.60544,"summer"
1990-08-28,2.37888,"summer"
1990-08-29,2.43552,"summer"
1990-08-30,2.52048,"summer"
1990-08-31,2.66208,"summer"
1990-09-01,2.60544,"fall"
1990-09-02,4.44624,"fall"
1990-09-03,4.47456,"fall"
1990-09-04,13.76352,"fall"
1990-09-05,9.96864,"fall"
1990-09-06,9.03408,"fall"
1990-09-07,6.88176,"fall"
1990-09-08,5.97552,"fall"
1990-09-09,5.63568,"fall"
1990-09-10,5.29584,"fall"
1990-09-11,4.55952,"fall"
1990-09-12,4.07808,"fall"
1990-09-13,3.90816,"fall"
1990-09-14,3.31344,"fall"
1990-09-15,3.42672,"fall"
1990-09-16,17.9832,"fall"
1990-09-17,8.496,"fall"
1990-09-18,7.08,"fall"
1990-09-19,10.56336,"fall"
1990-09-20,9.85536,"fall"
1990-09-21,11.29968,"fall"
1990-09-22,9.26064,"fall"
1990-09-23,7.6464,"fall"
1990-09-24,6.71184,"fall"
1990-09-25,6.06048,"fall"
1990-09-26,5.2392,"fall"
1990-09-27,4.84272,"fall"
1990-09-28,4.6728,"fall"
1990-09-29,4.33296,"fall"
1990-09-30,4.04976,"fall"
1990-10-01,4.30464,"fall"
1990-10-02,9.96864,"fall"
1990-10-03,6.25872,"fall"
1990-10-04,5.06928,"fall"
1990-10-05,4.50288,"fall"
1990-10-06,4.30464,"fall"
1990-10-07,4.41792,"fall"
1990-10-08,4.13472,"fall"
1990-10-09,4.07808,"fall"
1990-10-10,3.99312,"fall"
1990-10-11,3.85152,"fall"
1990-10-12,3.76656,"fall"
1990-10-13,3.8232,"fall"
1990-10-14,3.90816,"fall"
1990-10-15,3.85152,"fall"
1990-10-16,3.9648,"fall"
1990-10-17,3.79488,"fall"
1990-10-18,3.42672,"fall"
1990-10-19,3.51168,"fall"
1990-10-20,4.21968,"fall"
1990-10-21,3.99312,"fall"
1990-10-22,4.30464,"fall"
1990-10-23,4.61616,"fall"
1990-10-24,4.6728,"fall"
1990-10-25,4.55952,"fall"
1990-10-26,4.36128,"fall"
1990-10-27,4.30464,"fall"
1990-10-28,4.55952,"fall"
1990-10-29,4.72944,"fall"
1990-10-30,4.6728,"fall"
1990-10-31,4.50288,"fall"
1990-11-01,4.89936,"fall"
1990-11-02,5.35248,"fall"
1990-11-03,5.5224,"fall"
1990-11-04,5.72064,"fall"
1990-11-05,5.9472,"fall"
1990-11-06,6.03216,"fall"
1990-11-07,6.03216,"fall"
1990-11-08,6.11712,"fall"
1990-11-09,6.0888,"fall"
1990-11-10,6.11712,"fall"
1990-11-11,6.25872,"fall"
1990-11-12,6.28704,"fall"
1990-11-13,6.25872,"fall"
1990-11-14,6.45696,"fall"
1990-11-15,6.57024,"fall"
1990-11-16,6.59856,"fall"
1990-11-17,6.74016,"fall"
1990-11-18,6.76848,"fall"
1990-11-19,6.74016,"fall"
1990-11-20,6.85344,"fall"
1990-11-21,6.68352,"fall"
1990-11-22,6.57024,"fall"
1990-11-23,6.40032,"fall"
1990-11-24,6.14544,"fall"
1990-11-25,6.00384,"fall"
1990-11-26,6.11712,"fall"
1990-11-27,5.91888,"fall"
1990-11-28,5.8056,"fall"
1990-11-29,5.664,"fall"
1990-11-30,5.60736,"fall"
1990-12-01,5.60736,"winter"
1990-12-02,5.57904,"winter"
1990-12-03,5.57904,"winter"
1990-12-04,5.57904,"winter"
1990-12-05,5.55072,"winter"
1990-12-06,5.57904,"winter"
1990-12-07,5.55072,"winter"
1990-12-08,5.55072,"winter"
1990-12-09,5.57904,"winter"
1990-12-10,5.57904,"winter"
1990-12-11,5.57904,"winter"
1990-12-12,5.57904,"winter"
1990-12-13,5.69232,"winter"
1990-12-14,5.72064,"winter"
1990-12-15,5.72064,"winter"
1990-12-16,5.72064,"winter"
1990-12-17,5.72064,"winter"
1990-12-18,5.72064,"winter"
1990-12-19,5.72064,"winter"
1990-12-20,5.72064,"winter"
1990-12-21,5.8056,"winter"
1990-12-22,5.72064,"winter"
1990-12-23,5.72064,"winter"
1990-12-24,5.69232,"winter"
1990-12-25,5.60736,"winter"
1990-12-26,5.57904,"winter"
1990-12-27,5.57904,"winter"
1990-12-28,5.60736,"winter"
1990-12-29,5.60736,"winter"
1990-12-30,5.57904,"winter"
1990-12-31,5.57904,"winter"
1991-01-01,5.57904,"winter"
